age,education-num,capital-gain,capital-loss,hours-per-week,workclass_encoded,education_encoded,marital-status_encoded,occupation_encoded,relationship_encoded,race_encoded,sex_encoded,native-country_encoded,income_encoded
45.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,8,0,2,1,39,0
26.0,12,13061.665675340768,1872.8255915863278,40,4,7,4,12,1,4,1,39,0
38.0,11,7298.0,1872.8255915863278,40,4,8,2,3,0,4,1,39,1
36.0,9,7298.0,1872.8255915863278,40,7,11,2,11,0,4,1,39,1
33.0,9,13061.665675340768,1872.8255915863278,20,4,11,4,5,1,4,1,39,0
22.0,10,13061.665675340768,1872.8255915863278,40,7,15,4,11,3,2,0,39,0
43.0,13,13061.665675340768,1872.8255915863278,42,6,9,4,12,1,4,1,39,0
67.0,7,13061.665675340768,1872.8255915863278,8,0,1,2,0,0,4,1,39,0
30.0,11,13061.665675340768,1872.8255915863278,40,0,8,0,0,4,4,0,39,0
56.0,12,13061.665675340768,1872.8255915863278,25,4,7,3,8,1,4,1,20,0
31.0,13,13061.665675340768,1872.8255915863278,25,4,9,4,10,3,4,1,39,0
33.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,0,4,1,39,1
26.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,8,0,4,1,39,0
33.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,0,4,1,39,1
46.0,7,13061.665675340768,1872.8255915863278,30,2,1,2,14,0,4,1,39,0
59.0,13,13061.665675340768,1872.8255915863278,40,0,9,2,0,0,4,1,39,1
38.0,9,13061.665675340768,1872.8255915863278,40,1,11,2,1,0,4,1,39,1
65.0,7,13061.665675340768,1872.8255915863278,40,4,1,6,8,4,3,1,39,0
40.0,11,13061.665675340768,1872.8255915863278,40,4,8,2,13,0,4,1,39,1
42.0,9,13061.665675340768,1872.8255915863278,35,4,11,2,1,5,4,0,39,0
26.0,5,13061.665675340768,1872.8255915863278,40,6,6,2,3,0,4,1,32,0
36.0,6,13061.665675340768,1872.8255915863278,24,4,0,2,8,5,4,0,39,0
62.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,10,0,4,1,39,1
43.0,13,13061.665675340768,1872.8255915863278,45,4,9,2,14,0,4,1,39,0
43.0,13,13061.665675340768,1564.0,45,4,9,0,4,1,4,1,39,1
22.0,9,13061.665675340768,1872.8255915863278,55,4,11,3,12,1,4,1,39,0
28.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
56.0,10,13061.665675340768,1872.8255915863278,45,6,15,2,12,0,4,1,39,0
22.0,12,13061.665675340768,1872.8255915863278,15,4,7,4,12,1,4,0,39,0
57.0,13,13061.665675340768,1872.8255915863278,45,4,9,0,4,1,4,0,39,1
26.0,10,13061.665675340768,1872.8255915863278,15,1,15,4,1,4,4,0,39,0
17.0,7,13061.665675340768,1872.8255915863278,10,4,1,4,8,3,4,1,39,0
40.0,11,13061.665675340768,1872.8255915863278,38,7,8,2,7,0,4,1,39,1
45.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,2,1,39,0
44.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,3,1,2,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,10,2,15,4,1,3,4,0,39,0
33.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,5,4,0,39,0
23.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,12,1,4,1,39,0
46.0,14,13061.665675340768,1872.8255915863278,30,6,12,0,4,1,4,1,39,0
38.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,12,0,4,1,39,0
54.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,14,1,4,1,39,0
46.0,3,13061.665675340768,2339.0,45,4,4,0,3,1,4,0,39,0
25.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,3,0,4,1,39,0
46.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,12,1,4,0,39,0
36.0,10,13061.665675340768,1872.8255915863278,40,2,15,2,14,5,4,0,39,0
23.0,9,13061.665675340768,1872.8255915863278,25,4,11,4,8,1,4,0,39,0
29.0,9,13061.665675340768,1872.8255915863278,40,4,11,5,7,1,4,1,39,0
44.0,10,13061.665675340768,2415.0,6,4,15,2,1,5,4,0,39,1
19.0,10,13061.665675340768,1872.8255915863278,16,4,15,4,1,3,4,0,39,0
19.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,8,2,4,0,39,0
35.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,8,5,4,0,39,1
27.0,13,13061.665675340768,1872.8255915863278,50,4,9,4,3,1,4,1,39,0
46.0,12,13061.665675340768,1872.8255915863278,40,6,7,5,3,1,4,1,39,0
34.0,13,7688.0,1872.8255915863278,45,7,9,2,4,0,4,1,0,1
34.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,8,1,4,0,39,0
44.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,13,0,4,1,39,0
45.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,6,4,4,0,39,0
20.0,9,13061.665675340768,1872.8255915863278,35,0,11,4,0,2,4,0,39,0
25.0,13,13061.665675340768,1872.8255915863278,55,4,9,2,4,0,4,1,39,1
52.0,13,13061.665675340768,1872.8255915863278,50,5,9,2,4,0,4,1,39,1
20.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,6,3,4,1,39,0
28.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,8,1,4,0,39,0
50.0,13,13061.665675340768,1872.8255915863278,40,7,9,2,11,0,4,1,39,1
34.0,11,13061.665675340768,1872.8255915863278,64,4,8,0,13,1,4,0,39,0
28.0,4,13061.665675340768,2179.0,40,4,5,2,6,0,3,1,33,0
28.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,1,0,4,1,39,0
46.0,9,13061.665675340768,1872.8255915863278,25,6,11,2,3,0,4,1,39,0
28.0,10,13061.665675340768,1887.0,40,0,15,2,0,5,4,0,39,1
32.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,4,0,4,1,39,0
41.0,10,13061.665675340768,1872.8255915863278,24,2,15,0,8,1,2,0,39,0
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,6,4,2,0,39,0
33.0,10,13061.665675340768,1872.8255915863278,40,4,15,0,4,4,4,0,39,0
46.0,16,15024.0,1872.8255915863278,60,4,10,2,4,0,4,1,39,1
35.0,8,13061.665675340768,1872.8255915863278,50,4,2,0,3,1,4,1,39,1
52.0,2,13061.665675340768,1872.8255915863278,40,4,3,2,7,0,4,1,26,0
34.0,7,13061.665675340768,1872.8255915863278,40,2,1,5,7,1,2,1,39,0
34.0,9,13061.665675340768,1872.8255915863278,40,7,11,0,14,4,4,0,39,0
20.0,10,13061.665675340768,1872.8255915863278,30,4,15,2,12,0,4,1,39,0
17.0,7,2176.0,1872.8255915863278,18,4,1,4,6,3,4,1,39,0
32.0,13,13061.665675340768,1872.8255915863278,40,7,9,2,4,5,4,0,39,1
29.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,5,1,4,1,39,0
33.0,6,13061.665675340768,1872.8255915863278,35,4,0,4,3,4,4,0,39,0
25.0,9,13061.665675340768,1872.8255915863278,60,4,11,2,14,0,4,1,39,0
36.0,14,13061.665675340768,1408.0,40,1,12,4,10,1,4,1,39,0
23.0,9,13061.665675340768,1872.8255915863278,72,4,11,4,6,1,4,1,6,0
63.0,9,13061.665675340768,1872.8255915863278,40,5,11,2,4,0,4,1,39,1
47.0,14,13061.665675340768,1872.8255915863278,40,2,12,2,10,0,4,1,39,0
38.26489245201149,9,13061.665675340768,1872.8255915863278,24,0,11,6,0,1,4,1,39,0
17.0,7,13061.665675340768,1872.8255915863278,40,0,1,4,0,3,4,1,39,0
40.0,13,2174.0,1872.8255915863278,40,6,9,3,10,1,4,0,39,0
30.0,12,13061.665675340768,1872.8255915863278,25,4,7,2,8,5,4,0,39,1
27.0,10,13061.665675340768,1980.0,40,4,15,4,3,3,1,1,30,0
33.0,14,13061.665675340768,1872.8255915863278,50,4,12,2,10,0,4,1,39,1
34.0,9,594.0,1872.8255915863278,60,2,11,4,5,1,2,1,39,0
34.0,10,13061.665675340768,1872.8255915863278,40,2,15,4,11,1,4,0,39,0
23.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,1,0,4,1,39,0
42.0,10,13061.665675340768,1872.8255915863278,40,2,15,2,1,5,4,0,39,0
29.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,10,1,4,1,39,0
45.0,9,13061.665675340768,1872.8255915863278,28,4,11,0,1,1,4,0,39,0
24.0,9,13061.665675340768,1872.8255915863278,40,1,11,4,2,3,4,1,39,0
44.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,10,0,4,1,39,1
27.0,5,13061.665675340768,1872.8255915863278,40,4,6,4,3,2,4,1,26,0
20.0,10,13061.665675340768,1872.8255915863278,35,4,15,4,12,1,4,1,39,0
44.0,9,13061.665675340768,1872.8255915863278,40,4,11,6,4,4,2,0,39,0
51.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,0,1,39,0
20.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,0
17.0,7,13061.665675340768,1872.8255915863278,5,0,1,4,0,3,4,0,39,0
19.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,7,3,2,0,39,0
45.0,10,13061.665675340768,1872.8255915863278,55,5,15,2,3,0,4,1,39,1
60.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,1
42.0,12,13061.665675340768,1872.8255915863278,40,4,7,2,4,0,2,1,0,1
44.0,9,13061.665675340768,1872.8255915863278,40,6,11,2,12,5,4,0,39,1
40.0,11,13061.665675340768,1872.8255915863278,40,4,8,2,7,0,1,1,39,1
30.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,4,5,4,0,39,0
38.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,14,0,2,1,39,0
23.0,9,13061.665675340768,1872.8255915863278,60,4,11,2,14,0,4,1,39,0
32.0,10,13061.665675340768,1872.8255915863278,40,0,15,2,0,0,4,1,39,0
44.0,12,13061.665675340768,1872.8255915863278,40,4,7,4,5,3,4,1,39,0
54.0,9,13061.665675340768,1872.8255915863278,40,2,11,2,14,0,2,1,39,0
32.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,10,0,4,1,39,0
50.0,2,13061.665675340768,1872.8255915863278,40,4,3,3,3,4,4,1,39,0
24.0,13,13061.665675340768,1872.8255915863278,20,4,9,4,13,1,4,0,39,0
37.0,9,13061.665675340768,1872.8255915863278,60,4,11,2,1,5,4,0,39,0
52.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,14,4,4,1,39,0
38.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,14,0,4,1,39,0
49.0,14,13061.665675340768,1977.0,45,4,12,2,4,0,4,1,39,1
30.0,13,13061.665675340768,1872.8255915863278,16,4,9,2,13,5,4,0,39,1
60.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,10,4,4,1,39,1
22.0,10,13061.665675340768,1872.8255915863278,40,0,15,4,0,3,4,1,39,0
35.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,3,1,4,1,39,0
30.0,9,13061.665675340768,1872.8255915863278,60,4,11,4,14,1,4,1,39,0
67.0,11,13061.665675340768,1872.8255915863278,24,4,8,0,8,1,4,0,39,0
46.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,3,1,4,0,39,0
17.0,5,13061.665675340768,1872.8255915863278,6,4,6,4,8,1,4,1,39,0
22.0,10,13061.665675340768,1872.8255915863278,30,4,15,4,6,3,4,1,39,0
27.0,6,13061.665675340768,1872.8255915863278,40,4,0,4,8,1,4,1,39,0
23.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,8,4,4,0,39,0
33.0,12,13061.665675340768,1872.8255915863278,45,4,7,2,3,0,4,1,32,0
43.0,10,13061.665675340768,1872.8255915863278,20,6,15,2,3,0,4,1,39,0
28.0,13,13061.665675340768,1872.8255915863278,20,7,9,4,10,1,4,1,39,0
41.0,9,13061.665675340768,1872.8255915863278,40,4,11,3,3,4,4,0,39,0
52.0,8,594.0,1872.8255915863278,40,0,2,4,0,2,2,1,39,0
25.0,10,13061.665675340768,1872.8255915863278,20,4,15,3,1,3,2,0,39,0
63.0,2,13061.665675340768,1872.8255915863278,35,0,3,2,0,0,4,1,39,0
59.0,9,13061.665675340768,1872.8255915863278,45,2,11,2,14,0,4,1,39,0
45.0,13,13061.665675340768,1872.8255915863278,40,2,9,0,10,4,4,0,39,0
38.0,13,15024.0,1872.8255915863278,60,4,9,2,12,0,4,1,39,1
40.0,9,13061.665675340768,1872.8255915863278,35,4,11,4,8,1,4,0,39,0
46.0,9,13061.665675340768,1872.8255915863278,40,1,11,0,1,1,4,1,39,0
35.0,12,13061.665675340768,1872.8255915863278,60,4,7,4,4,1,4,0,39,0
34.0,9,13061.665675340768,1872.8255915863278,25,4,11,0,10,4,4,0,39,0
33.0,13,13061.665675340768,1872.8255915863278,20,4,9,4,3,3,4,1,39,0
41.0,9,13061.665675340768,1872.8255915863278,36,4,11,0,1,4,4,0,39,0
20.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,7,3,4,1,39,0
23.0,3,13061.665675340768,1872.8255915863278,40,4,4,4,8,3,4,1,8,0
26.0,10,13061.665675340768,1872.8255915863278,35,4,15,4,10,1,4,0,39,0
72.0,9,13061.665675340768,1872.8255915863278,20,0,11,2,0,0,4,1,39,0
23.0,9,13061.665675340768,1872.8255915863278,40,2,11,4,5,1,4,1,31,0
62.0,9,13061.665675340768,1872.8255915863278,40,2,11,2,14,0,4,1,39,0
52.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,1,0,4,1,39,0
58.0,10,13061.665675340768,1872.8255915863278,42,4,15,0,8,4,4,0,10,0
25.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,12,1,4,0,39,0
24.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,4,1,2,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,8,4,15,4,11,3,4,1,39,0
43.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,4,0,4,1,39,0
39.0,9,13061.665675340768,1872.8255915863278,40,4,11,0,8,4,4,0,39,0
49.0,11,13061.665675340768,1380.0,42,4,8,3,6,4,4,1,39,0
53.0,3,13061.665675340768,1872.8255915863278,30,0,4,6,0,4,2,0,39,0
32.0,11,13061.665675340768,1872.8255915863278,45,4,8,4,3,1,4,1,39,0
34.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,10,0,4,1,39,1
28.0,9,13061.665675340768,1872.8255915863278,45,4,11,0,3,1,4,1,39,0
57.0,11,13061.665675340768,1872.8255915863278,38,0,8,6,0,4,4,0,39,0
25.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,1,1,0,0,39,0
20.0,10,13061.665675340768,1872.8255915863278,24,0,15,4,0,3,4,1,39,0
21.0,10,13061.665675340768,1872.8255915863278,35,0,15,4,0,4,4,0,39,0
34.0,13,13061.665675340768,1872.8255915863278,50,4,9,2,10,0,4,1,39,1
38.0,13,15024.0,1872.8255915863278,80,5,9,2,4,0,4,1,39,1
50.0,9,7688.0,1872.8255915863278,50,4,11,2,4,0,4,1,39,1
24.0,10,13061.665675340768,1872.8255915863278,50,2,15,0,6,1,2,1,39,0
37.0,10,13061.665675340768,1872.8255915863278,45,2,15,2,13,0,4,1,39,1
44.0,10,13061.665675340768,1872.8255915863278,58,4,15,0,7,4,4,1,39,1
28.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,12,5,4,0,39,0
42.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,0,4,1,39,1
74.0,10,13061.665675340768,1872.8255915863278,9,4,15,0,1,1,4,0,39,0
38.0,9,13061.665675340768,1872.8255915863278,50,6,11,2,3,0,4,1,39,0
44.0,14,13061.665675340768,1872.8255915863278,40,6,12,2,10,0,4,1,39,0
44.0,7,13061.665675340768,1872.8255915863278,46,4,1,0,7,4,3,0,33,0
26.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,7,1,4,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,8,0,2,1,39,0
41.0,12,13061.665675340768,1872.8255915863278,50,4,7,2,4,5,4,0,39,1
67.0,15,20051.0,1872.8255915863278,48,4,14,2,10,0,4,1,39,1
39.0,8,13061.665675340768,1872.8255915863278,50,2,2,2,13,0,4,1,39,0
57.0,2,13061.665675340768,1872.8255915863278,30,4,3,6,9,1,2,0,39,0
29.0,11,13061.665675340768,1872.8255915863278,40,4,8,5,3,1,4,1,39,0
31.0,13,13061.665675340768,1872.8255915863278,45,5,9,4,5,1,4,0,39,0
34.0,9,13061.665675340768,1872.8255915863278,40,0,11,4,0,4,2,0,39,0
44.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,14,0,4,1,39,0
29.0,16,13061.665675340768,1872.8255915863278,40,4,10,4,10,3,4,1,39,0
30.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,6,4,4,0,39,0
27.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,14,1,4,1,39,0
27.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,12,0,4,1,39,0
32.0,9,13061.665675340768,1872.8255915863278,45,4,11,4,6,1,4,0,39,0
58.0,6,13061.665675340768,1872.8255915863278,8,4,0,2,8,5,4,0,39,0
35.0,10,13061.665675340768,1872.8255915863278,40,2,15,2,11,0,4,1,39,0
21.0,9,13061.665675340768,1872.8255915863278,36,4,11,4,6,3,4,1,39,0
28.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,3,4,4,1,39,0
46.0,10,13061.665675340768,1872.8255915863278,50,6,15,0,4,1,4,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,40,6,11,5,8,4,4,0,39,0
72.0,7,13061.665675340768,1872.8255915863278,40,4,1,6,1,4,4,0,39,0
35.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,5,2,0,39,0
33.0,11,13061.665675340768,1872.8255915863278,40,1,8,0,3,4,2,0,39,1
69.0,7,13061.665675340768,1872.8255915863278,40,4,1,4,7,1,4,0,39,0
35.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,0
31.0,9,13061.665675340768,1872.8255915863278,20,4,11,5,1,4,4,0,0,0
34.0,9,13061.665675340768,1872.8255915863278,32,4,11,2,13,5,4,0,39,0
30.0,7,13061.665675340768,1872.8255915863278,40,4,1,2,8,0,4,1,26,0
28.0,13,13061.665675340768,1872.8255915863278,55,4,9,4,14,1,4,1,39,0
54.0,13,13061.665675340768,1872.8255915863278,35,4,9,2,12,0,4,1,39,1
47.0,10,13061.665675340768,1872.8255915863278,50,4,15,2,10,0,4,1,39,1
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,6,4,2,0,39,0
52.0,13,13061.665675340768,1872.8255915863278,60,6,9,2,10,0,4,1,39,1
20.0,9,13061.665675340768,1872.8255915863278,48,4,11,4,6,3,0,1,39,0
43.0,14,5013.0,1872.8255915863278,45,5,12,2,4,0,4,1,39,0
29.0,9,13061.665675340768,1872.8255915863278,35,6,11,5,3,1,4,1,39,0
47.0,14,13061.665675340768,1872.8255915863278,42,4,12,0,4,4,4,1,39,0
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,3,3,4,1,39,0
51.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,10,0,4,1,39,0
17.0,7,13061.665675340768,1872.8255915863278,12,4,1,4,12,3,4,1,39,0
37.0,11,13061.665675340768,1977.0,40,4,8,2,3,0,4,1,39,1
27.0,16,13061.665675340768,1872.8255915863278,70,4,10,4,10,1,4,0,39,0
29.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,4,5,4,1,39,1
18.0,8,13061.665675340768,1872.8255915863278,25,0,2,4,0,3,4,1,39,0
36.0,12,13061.665675340768,1872.8255915863278,35,6,7,0,12,4,4,0,39,0
58.0,13,13061.665675340768,1872.8255915863278,40,2,9,4,10,1,4,0,39,0
26.0,10,13061.665675340768,1872.8255915863278,45,6,15,2,3,0,4,1,39,0
65.0,10,13061.665675340768,1872.8255915863278,30,0,15,2,0,0,4,1,39,1
57.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,12,0,4,1,39,1
59.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
27.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,0
31.0,13,13061.665675340768,1872.8255915863278,40,6,9,4,13,1,4,1,39,0
21.0,10,13061.665675340768,1872.8255915863278,24,4,15,4,12,3,4,0,39,0
29.0,10,13061.665675340768,1872.8255915863278,60,4,15,4,1,1,4,1,39,0
18.0,7,13061.665675340768,1872.8255915863278,40,4,1,4,8,3,4,1,39,0
52.0,6,13061.665675340768,1887.0,47,4,0,2,3,0,4,1,39,1
57.0,13,13061.665675340768,1872.8255915863278,80,5,9,0,10,1,4,1,39,0
42.0,9,13061.665675340768,1872.8255915863278,40,0,11,2,0,0,4,1,39,0
55.0,9,13061.665675340768,1872.8255915863278,40,0,11,2,0,5,1,0,39,0
60.0,4,13061.665675340768,1872.8255915863278,48,4,5,4,14,1,4,1,39,1
31.0,13,7688.0,1872.8255915863278,40,4,9,2,10,0,4,1,2,1
23.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,1,3,4,0,39,0
27.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,12,3,4,1,39,0
23.0,10,13061.665675340768,1872.8255915863278,25,0,15,4,0,4,0,0,39,0
42.0,15,13061.665675340768,1902.0,50,6,14,2,10,0,4,1,39,1
25.0,10,2174.0,1872.8255915863278,40,4,15,4,13,1,4,1,39,0
49.0,13,13061.665675340768,1872.8255915863278,45,4,9,4,10,1,4,0,39,0
32.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,13,1,4,1,39,0
19.0,10,13061.665675340768,1872.8255915863278,28,4,15,4,1,3,4,1,39,0
60.0,4,13061.665675340768,1872.8255915863278,40,4,5,0,8,1,4,0,39,0
42.0,5,13061.665675340768,1872.8255915863278,40,2,6,2,8,0,4,1,39,0
35.0,12,13061.665675340768,1872.8255915863278,40,6,7,4,5,1,4,1,39,0
48.0,9,13061.665675340768,1872.8255915863278,37,4,11,4,1,4,2,0,39,0
51.0,14,13061.665675340768,1872.8255915863278,40,4,12,2,3,0,4,1,39,1
29.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,3,1,0,1,39,0
36.0,9,13061.665675340768,1872.8255915863278,40,2,11,5,4,1,2,1,39,0
17.0,6,13061.665675340768,1872.8255915863278,21,4,0,4,8,3,4,0,39,0
52.0,14,6849.0,1872.8255915863278,60,4,12,0,10,1,4,0,39,0
24.0,9,13061.665675340768,1872.8255915863278,40,4,11,4,3,1,4,1,39,0
24.0,9,13061.665675340768,1872.8255915863278,50,4,11,2,6,0,4,1,39,0
26.0,13,1055.0,1872.8255915863278,40,2,9,4,10,3,4,1,39,0
27.0,13,13061.665675340768,1872.8255915863278,20,4,9,4,8,3,4,0,39,0
39.0,9,13061.665675340768,1872.8255915863278,60,4,11,4,6,3,4,1,39,0
30.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,14,0,2,1,39,0
50.0,9,13061.665675340768,1872.8255915863278,32,6,11,2,4,0,4,1,39,0
52.0,13,13061.665675340768,1872.8255915863278,55,5,9,2,12,0,4,1,39,0
46.0,15,15024.0,1872.8255915863278,45,4,14,2,10,0,4,1,39,1
23.0,13,13061.665675340768,1872.8255915863278,20,4,9,4,12,3,4,0,39,0
65.0,5,13061.665675340768,1872.8255915863278,24,4,6,6,9,4,2,0,39,0
29.0,11,13061.665675340768,1872.8255915863278,55,4,8,2,14,0,4,1,39,0
47.0,5,13061.665675340768,1872.8255915863278,40,4,6,3,6,4,4,1,8,0
30.0,9,13061.665675340768,1872.8255915863278,60,4,11,4,5,3,2,1,39,0
34.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,12,0,4,1,39,1
38.0,9,13061.665675340768,1872.8255915863278,64,6,11,2,12,0,4,1,39,0
33.0,10,13061.665675340768,1872.8255915863278,40,4,15,2,4,0,4,1,39,1
49.0,13,13061.665675340768,1872.8255915863278,26,4,9,2,12,0,4,1,39,1
47.0,10,13061.665675340768,1872.8255915863278,40,6,15,4,8,4,2,0,39,0
49.0,6,13061.665675340768,1872.8255915863278,40,2,0,5,8,4,2,0,39,0
43.0,10,15024.0,1872.8255915863278,60,4,15,2,3,0,4,1,39,1
30.0,13,13061.665675340768,1872.8255915863278,40,4,9,2,1,5,2,0,39,1
58.0,9,13061.665675340768,1872.8255915863278,60,6,11,2,3,0,4,1,39,0
19.0,9,13061.665675340768,1872.8255915863278,14,4,11,4,8,3,4,0,39,0
21.0,13,13061.665675340768,1872.8255915863278,40,4,9,4,6,1,4,1,39,0
33.0,13,15024.0,1872.8255915863278,60,4,9,2,4,0,4,1,39,1
47.0,3,13061.665675340768,1872.8255915863278,50,5,4,2,14,0,4,1,5,0
52.0,16,13061.665675340768,1872.8255915863278,60,6,10,2,10,0,4,1,39,1
26.0,9,13061.665675340768,1872.8255915863278,55,4,11,0,3,1,4,1,39,0
60.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,4,1,39,0
21.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,6,3,4,1,39,0
36.0,10,5178.0,1872.8255915863278,50,4,15,2,12,0,4,1,39,1
31.0,10,13061.665675340768,1872.8255915863278,45,4,15,2,3,0,4,1,39,0
50.0,16,13061.665675340768,1872.8255915863278,40,5,10,5,10,1,4,1,39,1
31.0,9,13061.665675340768,1872.8255915863278,40,2,11,0,1,4,4,0,39,0
71.0,9,13061.665675340768,1872.8255915863278,15,4,11,2,3,0,4,1,39,0
58.0,9,13061.665675340768,1872.8255915863278,50,0,11,2,0,0,4,1,39,0
30.0,13,13061.665675340768,1872.8255915863278,40,7,9,2,13,0,4,1,39,1
20.0,10,13061.665675340768,1872.8255915863278,20,4,15,4,8,3,4,1,39,0
35.0,16,13061.665675340768,1872.8255915863278,40,4,10,2,10,0,1,1,36,1
38.0,10,13061.665675340768,1872.8255915863278,45,7,15,5,4,1,4,0,39,0
27.0,9,13061.665675340768,1872.8255915863278,32,4,11,4,7,3,4,0,39,0
29.0,10,13061.665675340768,1872.8255915863278,40,7,15,4,1,4,1,0,30,0
70.0,5,1111.0,1872.8255915863278,15,0,6,6,0,4,4,0,39,0
34.0,9,13061.665675340768,1872.8255915863278,45,4,11,2,3,0,4,1,39,0
44.0,4,13061.665675340768,1872.8255915863278,35,4,5,2,3,0,4,1,39,0
43.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,7,0,4,1,39,1
44.0,8,13061.665675340768,1872.8255915863278,40,6,2,2,6,0,2,1,39,1
35.0,14,13061.665675340768,1872.8255915863278,60,4,12,4,12,1,4,1,39,0
27.0,10,13061.665675340768,1872.8255915863278,40,4,15,4,10,1,4,1,39,0
43.0,14,13061.665675340768,1872.8255915863278,38,2,12,4,10,1,4,1,39,0
20.0,10,13061.665675340768,1872.8255915863278,25,4,15,4,12,1,4,0,39,0
42.0,12,8614.0,1872.8255915863278,40,4,7,0,10,4,4,0,39,1
27.0,10,3411.0,1872.8255915863278,40,7,15,2,14,0,4,1,39,0
42.0,9,13061.665675340768,1872.8255915863278,40,4,11,2,3,0,2,1,39,1
20.0,7,13061.665675340768,1762.0,40,0,1,3,0,3,1,0,35,0
24.0,5,13061.665675340768,1721.0,40,4,6,4,7,1,4,1,39,0
48.0,10,13061.665675340768,1872.8255915863278,40,1,15,0,4,1,4,1,39,0
17.0,7,13061.665675340768,1872.8255915863278,20,0,1,4,0,3,4,0,39,0
17.0,7,13061.665675340768,1872.8255915863278,10,6,1,4,5,3,4,1,39,0
